228,1994-11-14,PM,21
229,1994-11-15,AM,17
230,1994-11-15,PM,27
231,1994-11-16,AM,29
232,1994-11-16,PM,9
233,1994-11-17,AM,1
234,1994-11-17,PM,34
235,1994-11-18,AM,4
236,1994-11-18,PM,4
237,1994-11-19,AM,34
238,1994-11-19,PM,26
239,1994-11-21,AM,18
240,1994-11-21,PM,28
241,1994-11-22,AM,6
242,1994-11-22,PM,26
243,1994-11-23,AM,29
244,1994-11-23,PM,33
245,1994-11-24,AM,20
246,1994-11-24,PM,31
247,1994-11-25,AM,8
248,1994-11-25,PM,12
249,1994-11-26,AM,7
250,1994-11-26,PM,33
251,1994-11-28,AM,32
252,1994-11-28,PM,11
253,1994-11-29,AM,11
254,1994-11-29,PM,21
255,1994-11-30,AM,18
256,1994-11-30,PM,28
257,1994-12-01,AM,15
258,1994-12-01,PM,28
259,1994-12-02,AM,12
260,1994-12-02,PM,21
261,1994-12-03,AM,25
262,1994-12-03,PM,14
263,1994-12-05,AM,12
264,1994-12-05,PM,10
265,1994-12-06,AM,12
266,1994-12-06,PM,26
267,1994-12-07,AM,17
268,1994-12-07,PM,12
269,1994-12-08,AM,14
270,1994-12-08,PM,1
271,1994-12-09,AM,18
272,1994-12-09,PM,4
273,1994-12-10,AM,35
274,1994-12-10,PM,4
275,1994-12-12,AM,2
276,1994-12-12,PM,31
277,1994-12-13,AM,26
278,1994-12-13,PM,36
279,1994-12-14,AM,23
280,1994-12-14,PM,1
281,1994-12-15,AM,26
282,1994-12-15,PM,9
283,1994-12-16,AM,17
284,1994-12-16,PM,24
285,1994-12-17,AM,8
286,1994-12-17,PM,18
287,1994-12-19,AM,4
288,1994-12-19,PM,12
289,1994-12-20,AM,34
290,1994-12-20,PM,3
291,1994-12-21,AM,32
292,1994-12-21,PM,26
293,1994-12-22,AM,16
294,1994-12-22,PM,31
295,1994-12-23,AM,21
296,1994-12-23,PM,2
297,1994-12-24,AM,36
298,1994-12-24,PM,2
299,1994-12-26,AM,20
300,1994-12-26,PM,1
301,1994-12-27,AM,16
302,1994-12-27,PM,10
303,1994-12-28,AM,13
304,1994-12-28,PM,10
305,1994-12-29,AM,24
306,1994-12-29,PM,2
307,1994-12-30,AM,7
308,1994-12-30,PM,22
309,1994-12-31,AM,5
310,1994-12-31,PM,26
311,1995-01-02,AM,7
312,1995-01-02,PM,8
313,1995-01-03,AM,11
314,1995-01-03,PM,16
315,1995-01-04,AM,29
316,1995-01-04,PM,8
317,1995-01-05,AM,36
318,1995-01-05,PM,27
319,1995-01-06,AM,4
320,1995-01-06,PM,25
321,1995-01-07,AM,31
322,1995-01-07,PM,31
323,1995-01-09,AM,33
324,1995-01-09,PM,16
325,1995-01-10,AM,28
326,1995-01-10,PM,17
327,1995-01-11,AM,31
328,1995-01-11,PM,20
329,1995-01-12,AM,32
330,1995-01-12,PM,15
331,1995-01-13,AM,9
332,1995-01-13,PM,6
333,1995-01-14,AM,30
334,1995-01-14,PM,24
335,1995-01-16,AM,21
336,1995-01-16,PM,35
337,1995-01-17,AM,30
338,1995-01-17,PM,31
339,1995-01-18,AM,33
340,1995-01-18,PM,10
341,1995-01-19,AM,28
342,1995-01-19,PM,5
343,1995-01-20,AM,23
344,1995-01-20,PM,30
345,1995-01-21,AM,25
346,1995-01-21,PM,13
347,1995-01-23,AM,32
348,1995-01-23,PM,6
349,1995-01-24,AM,33
350,1995-01-24,PM,20
351,1995-01-25,AM,27
352,1995-01-25,PM,18
353,1995-01-26,AM,17
354,1995-01-26,PM,19
355,1995-01-27,AM,16
356,1995-01-27,PM,30
357,1995-01-28,AM,23
358,1995-01-28,PM,27
359,1995-01-30,AM,12
360,1995-01-30,PM,35
361,1995-01-31,AM,21
362,1995-01-31,PM,12
363,1995-02-01,AM,2
364,1995-02-01,PM,7
365,1995-02-02,AM,29
366,1995-02-02,PM,6
367,1995-02-03,AM,34
368,1995-02-03,PM,8
369,1995-02-04,AM,14
370,1995-02-04,PM,3
371,1995-02-06,AM,20
372,1995-02-06,PM,9
373,1995-02-07,AM,4
374,1995-02-07,PM,2
375,1995-02-08,AM,19
376,1995-02-08,PM,4
377,1995-02-09,AM,7
378,1995-02-09,PM,5
379,1995-02-10,AM,14
380,1995-02-10,PM,35
381,1995-02-11,AM,19
382,1995-02-11,PM,35
383,1995-02-13,AM,21
384,1995-02-13,PM,12
385,1995-02-14,AM,26
386,1995-02-14,PM,26
387,1995-02-15,AM,34
388,1995-02-15,PM,9
389,1995-02-16,AM,1
390,1995-02-16,PM,31
391,1995-02-17,AM,36
392,1995-02-17,PM,18
393,1995-02-18,AM,31
394,1995-02-18,PM,4
395,1995-02-20,AM,12
396,1995-02-20,PM,20
397,1995-02-21,AM,26
398,1995-02-21,PM,3
399,1995-02-22,AM,31
400,1995-02-22,PM,17
401,1995-02-23,AM,5
402,1995-02-23,PM,12
403,1995-02-24,AM,5
404,1995-02-24,PM,32
405,1995-02-25,AM,7
406,1995-02-25,PM,34
407,1995-02-27,AM,29
408,1995-02-27,PM,21
409,1995-02-28,AM,12
410,1995-02-28,PM,25
411,1995-03-01,AM,2
412,1995-03-01,PM,14
413,1995-03-02,AM,5
414,1995-03-02,PM,29
415,1995-03-04,AM,25
416,1995-03-04,PM,35
417,1995-03-06,AM,20
418,1995-03-06,PM,27
419,1995-03-07,AM,5
420,1995-03-07,PM,17
421,1995-03-08,AM,1
422,1995-03-08,PM,20
423,1995-03-09,AM,5
424,1995-03-09,PM,31
425,1995-03-10,AM,33
426,1995-03-10,PM,13
427,1995-03-11,AM,33
428,1995-03-11,PM,5
429,1995-03-13,AM,22
430,1995-03-13,PM,1
431,1995-03-14,AM,29
432,1995-03-14,PM,7
433,1995-03-15,AM,10
434,1995-03-15,PM,14
435,1995-03-16,AM,29
436,1995-03-16,PM,20
437,1995-03-17,AM,20
438,1995-03-17,PM,1
439,1995-03-18,AM,20
440,1995-03-18,PM,31
441,1995-03-20,AM,34
442,1995-03-20,PM,32
443,1995-03-21,AM,10
444,1995-03-21,PM,31
445,1995-03-22,AM,8
446,1995-03-22,PM,7
447,1995-03-23,AM,32
448,1995-03-23,PM,27
449,1995-03-24,AM,9
450,1995-03-24,PM,26
451,1995-03-25,AM,20
452,1995-03-25,PM,29
453,1995-03-27,AM,3
454,1995-03-27,PM,20
455,1995-03-28,AM,23
456,1995-03-28,PM,18
457,1995-03-29,AM,25
458,1995-03-29,PM,17
459,1995-03-30,AM,4
460,1995-03-30,PM,4
461,1995-03-31,AM,31
462,1995-03-31,PM,15
463,1995-04-01,AM,11
464,1995-04-01,PM,15
465,1995-04-03,AM,29
466,1995-04-03,PM,12
467,1995-04-04,AM,29
468,1995-04-04,PM,24
469,1995-04-05,AM,9
470,1995-04-05,PM,9
471,1995-04-06,AM,30
472,1995-04-06,PM,29
473,1995-04-07,AM,15
474,1995-04-07,PM,33
475,1995-04-08,AM,9
476,1995-04-08,PM,4
477,1995-04-10,AM,26
478,1995-04-10,PM,25
479,1995-04-11,AM,2
480,1995-04-11,PM,19
481,1995-04-12,AM,27
482,1995-04-12,PM,14
483,1995-04-13,AM,10
484,1995-04-13,PM,28
485,1995-04-15,AM,35
486,1995-04-15,PM,14
487,1995-04-17,AM,25
488,1995-04-17,PM,13
489,1995-04-18,AM,20
490,1995-04-18,PM,19
491,1995-04-19,AM,34
492,1995-04-19,PM,3
493,1995-04-20,AM,10
494,1995-04-20,PM,17
495,1995-04-21,AM,14
496,1995-04-21,PM,12
497,1995-04-22,AM,30
498,1995-04-22,PM,20
499,1995-04-24,AM,17
500,1995-04-24,PM,27
501,1995-04-25,AM,26
502,1995-04-25,PM,4
503,1995-04-26,AM,27
504,1995-04-26,PM,11
505,1995-04-27,AM,26
506,1995-04-27,PM,1
507,1995-04-28,AM,26
508,1995-04-28,PM,34
509,1995-04-29,AM,8
510,1995-04-29,PM,12
511,1995-05-01,AM,1
512,1995-05-01,PM,34
513,1995-05-02,AM,26
514,1995-05-02,PM,1
515,1995-05-03,AM,23
516,1995-05-03,PM,2
517,1995-05-04,AM,6
518,1995-05-04,PM,20
519,1995-05-05,AM,24
520,1995-05-05,PM,5
521,1995-05-06,AM,27
522,1995-05-06,PM,29
523,1995-05-08,AM,32
524,1995-05-08,PM,34
525,1995-05-09,AM,2
526,1995-05-09,PM,4
527,1995-05-10,AM,10
528,1995-05-10,PM,14
529,1995-05-11,AM,17
530,1995-05-11,PM,27
531,1995-05-12,AM,14
532,1995-05-12,PM,14
533,1995-05-13,AM,19
534,1995-05-13,PM,23
535,1995-05-15,AM,11
536,1995-05-15,PM,4
537,1995-05-16,AM,5
538,1995-05-16,PM,22
539,1995-05-17,AM,12
540,1995-05-17,PM,35
541,1995-05-18,AM,12
542,1995-05-18,PM,21
543,1995-05-19,AM,33
544,1995-05-19,PM,17
545,1995-05-20,AM,21
546,1995-05-20,PM,1
547,1995-05-22,AM,31
548,1995-05-22,PM,36
549,1995-05-23,AM,11
550,1995-05-23,PM,12
551,1995-05-24,AM,3
552,1995-05-24,PM,13
553,1995-05-25,AM,23
554,1995-05-25,PM,35
555,1995-05-26,AM,18
556,1995-05-26,PM,14
557,1995-05-27,AM,1
558,1995-05-27,PM,29
559,1995-05-29,AM,21
560,1995-05-29,PM,21
561,1995-05-30,AM,19
562,1995-05-30,PM,16
563,1995-05-31,AM,8
564,1995-05-31,PM,25
565,1995-06-01,AM,6
566,1995-06-01,PM,30
567,1995-06-02,AM,3
568,1995-06-02,PM,26
569,1995-06-03,AM,4
570,1995-06-03,PM,15
571,1995-06-05,AM,11
572,1995-06-05,PM,5
573,1995-06-06,AM,25
574,1995-06-06,PM,29
575,1995-06-07,AM,24
576,1995-06-07,PM,1
577,1995-06-08,AM,11
578,1995-06-08,PM,1
579,1995-06-09,AM,8
580,1995-06-09,PM,29
581,1995-06-10,AM,13
582,1995-06-10,PM,28
583,1995-06-12,AM,21
584,1995-06-12,PM,27
585,1995-06-13,AM,6
586,1995-06-13,PM,9
587,1995-06-14,AM,26
588,1995-06-14,PM,24
589,1995-06-16,AM,18
590,1995-06-16,PM,14
591,1995-06-17,AM,11
592,1995-06-17,PM,25
593,1995-06-19,AM,34
594,1995-06-19,PM,27
595,1995-06-20,AM,9
596,1995-06-20,PM,28
597,1995-06-21,AM,23
598,1995-06-21,PM,24
599,1995-06-22,AM,18
600,1995-06-22,PM,32
601,1995-06-23,AM,4
602,1995-06-23,PM,31
603,1995-06-24,AM,14
604,1995-06-24,PM,32
605,1995-06-26,AM,17
606,1995-06-26,PM,17
607,1995-06-27,AM,14
608,1995-06-27,PM,7
609,1995-06-28,AM,24
610,1995-06-28,PM,6
611,1995-06-29,AM,34
612,1995-06-29,PM,9
613,1995-06-30,AM,27
614,1995-06-30,PM,36
615,1995-07-01,AM,11
616,1995-07-01,PM,14
617,1995-07-03,AM,24
618,1995-07-03,PM,1
619,1995-07-04,AM,15
620,1995-07-04,PM,17
621,1995-07-05,AM,14
622,1995-07-05,PM,5
623,1995-07-06,AM,19
624,1995-07-06,PM,8
625,1995-07-07,AM,25
626,1995-07-07,PM,1
627,1995-07-08,AM,25
628,1995-07-08,PM,18
629,1995-07-10,AM,9
630,1995-07-10,PM,6
631,1995-07-11,AM,2
632,1995-07-11,PM,19
633,1995-07-12,AM,34
634,1995-07-12,PM,24
635,1995-07-13,AM,10
636,1995-07-13,PM,22
637,1995-07-14,AM,14
638,1995-07-14,PM,4
639,1995-07-15,AM,19
640,1995-07-15,PM,34
641,1995-07-17,AM,32
642,1995-07-17,PM,16
643,1995-07-18,AM,33
644,1995-07-18,PM,4
645,1995-07-19,AM,15
646,1995-07-19,PM,1
647,1995-07-20,AM,35
648,1995-07-20,PM,32
649,1995-07-21,AM,16
650,1995-07-21,PM,13
651,1995-07-22,AM,22
652,1995-07-22,PM,4
653,1995-07-24,AM,25
654,1995-07-24,PM,11
655,1995-07-25,AM,8
656,1995-07-25,PM,27
657,1995-07-26,AM,2
658,1995-07-26,PM,22
659,1995-07-27,AM,6
660,1995-07-27,PM,26
661,1995-07-28,AM,5
662,1995-07-28,PM,22
663,1995-07-29,AM,19
664,1995-07-29,PM,19
665,1995-07-31,AM,5
666,1995-07-31,PM,12
667,1995-08-01,AM,33
668,1995-08-01,PM,25
669,1995-08-02,AM,31
670,1995-08-02,PM,13
671,1995-08-03,AM,18
672,1995-08-03,PM,30
673,1995-08-04,AM,21
674,1995-08-04,PM,15
675,1995-08-05,AM,14
676,1995-08-05,PM,34
677,1995-08-07,AM,24
678,1995-08-07,PM,8
679,1995-08-08,AM,6
680,1995-08-08,PM,1
681,1995-08-09,AM,10
682,1995-08-09,PM,6
683,1995-08-10,AM,4
684,1995-08-10,PM,15
685,1995-08-11,AM,26
686,1995-08-11,PM,17
687,1995-08-12,AM,6
688,1995-08-12,PM,27
689,1995-08-14,AM,3
690,1995-08-14,PM,7
691,1995-08-15,AM,3
692,1995-08-15,PM,36
693,1995-08-16,AM,17
694,1995-08-16,PM,24
695,1995-08-17,AM,24
696,1995-08-17,PM,18
697,1995-08-18,AM,19
698,1995-08-18,PM,32
699,1995-08-19,AM,3
700,1995-08-19,PM,28
701,1995-08-21,AM,22
702,1995-08-21,PM,18
703,1995-08-22,AM,7
704,1995-08-22,PM,11
705,1995-08-23,AM,30
706,1995-08-23,PM,35
707,1995-08-24,AM,2
708,1995-08-24,PM,32
709,1995-08-25,AM,8
710,1995-08-25,PM,11
711,1995-08-26,AM,23
712,1995-08-26,PM,4
713,1995-08-28,AM,11
714,1995-08-28,PM,26
715,1995-08-29,AM,25
716,1995-08-29,PM,33
717,1995-08-30,AM,11
718,1995-08-30,PM,29
719,1995-08-31,AM,9
720,1995-08-31,PM,11
721,1995-09-01,AM,21
722,1995-09-01,PM,25
723,1995-09-02,AM,12
724,1995-09-02,PM,23
725,1995-09-04,AM,18
726,1995-09-04,PM,14
727,1995-09-05,AM,7
728,1995-09-05,PM,11
729,1995-09-06,AM,23
730,1995-09-06,PM,13
731,1995-09-07,AM,22
732,1995-09-07,PM,30
733,1995-09-08,AM,13
734,1995-09-08,PM,34
735,1995-09-09,AM,14
736,1995-09-09,PM,9
737,1995-09-11,AM,10
738,1995-09-11,PM,21
739,1995-09-12,AM,9
740,1995-09-12,PM,8
741,1995-09-13,AM,3
742,1995-09-13,PM,28
743,1995-09-14,AM,27
744,1995-09-14,PM,24
745,1995-09-15,AM,29
746,1995-09-15,PM,5
747,1995-09-16,AM,4
748,1995-09-16,PM,30
749,1995-09-18,AM,26
750,1995-09-18,PM,15
751,1995-09-19,AM,6
752,1995-09-19,PM,3
753,1995-09-20,AM,27
754,1995-09-20,PM,29
755,1995-09-21,AM,5
756,1995-09-21,PM,14
757,1995-09-22,AM,14
758,1995-09-22,PM,36
759,1995-09-23,AM,14
760,1995-09-23,PM,16
761,1995-09-25,AM,2
762,1995-09-25,PM,35
763,1995-09-26,AM,11
764,1995-09-26,PM,29
765,1995-09-27,AM,1
766,1995-09-27,PM,1
767,1995-09-28,AM,6
768,1995-09-28,PM,34
769,1995-09-29,AM,32
770,1995-09-29,PM,24
771,1995-09-30,AM,17
772,1995-09-30,PM,16
773,1995-10-02,AM,1
774,1995-10-02,PM,30
775,1995-10-03,AM,12
776,1995-10-03,PM,6
777,1995-10-04,AM,30
778,1995-10-04,PM,8
779,1995-10-05,AM,16
780,1995-10-05,PM,4
781,1995-10-06,AM,35
782,1995-10-06,PM,16
783,1995-10-07,AM,1
784,1995-10-07,PM,16
785,1995-10-09,AM,18
786,1995-10-09,PM,13
787,1995-10-10,AM,23
788,1995-10-10,PM,18
789,1995-10-11,AM,30
790,1995-10-11,PM,33
791,1995-10-12,AM,27
792,1995-10-12,PM,20
793,1995-10-13,AM,7
794,1995-10-13,PM,4
795,1995-10-14,AM,20
796,1995-10-14,PM,26
797,1995-10-16,AM,14
798,1995-10-16,PM,36
799,1995-10-17,AM,31
800,1995-10-17,PM,17
801,1995-10-18,AM,13
802,1995-10-18,PM,25
803,1995-10-19,AM,7
804,1995-10-19,PM,5
805,1995-10-20,AM,30
806,1995-10-20,PM,13
807,1995-10-21,AM,11
808,1995-10-21,PM,27
809,1995-10-24,AM,27
810,1995-10-24,PM,23
811,1995-10-25,AM,35
812,1995-10-25,PM,34
813,1995-10-26,AM,20
814,1995-10-26,PM,1
815,1995-10-27,AM,15
816,1995-10-27,PM,19
817,1995-10-28,AM,8
818,1995-10-28,PM,21
819,1995-10-30,AM,11
820,1995-10-30,PM,26
821,1995-10-31,AM,31
822,1995-10-31,PM,31
823,1995-11-01,AM,31
824,1995-11-01,PM,28
825,1995-11-02,AM,29
826,1995-11-02,PM,2
827,1995-11-03,AM,25
828,1995-11-03,PM,32
829,1995-11-04,AM,2
830,1995-11-04,PM,13
831,1995-11-06,AM,9
832,1995-11-06,PM,17
833,1995-11-07,AM,27
834,1995-11-07,PM,6
835,1995-11-08,AM,5
836,1995-11-08,PM,36
837,1995-11-09,AM,15
838,1995-11-09,PM,14
839,1995-11-10,AM,1
840,1995-11-10,PM,17
841,1995-11-11,AM,15
842,1995-11-11,PM,24
843,1995-11-13,AM,16
844,1995-11-13,PM,28
845,1995-11-14,AM,32
846,1995-11-14,PM,15
847,1995-11-15,AM,17
848,1995-11-15,PM,11
849,1995-11-16,AM,13
850,1995-11-16,PM,9
851,1995-11-17,AM,18
852,1995-11-17,PM,5
853,1995-11-18,AM,33
854,1995-11-18,PM,16
855,1995-11-20,AM,31
856,1995-11-20,PM,18
857,1995-11-21,AM,18
858,1995-11-21,PM,7
859,1995-11-22,AM,2
860,1995-11-22,PM,4
861,1995-11-23,AM,2
862,1995-11-23,PM,28
863,1995-11-24,AM,5
864,1995-11-24,PM,21
865,1995-11-25,AM,13
866,1995-11-25,PM,18
867,1995-11-27,AM,3
868,1995-11-27,PM,30
869,1995-11-28,AM,17
870,1995-11-28,PM,1
871,1995-11-29,AM,28
872,1995-11-29,PM,15
873,1995-11-30,AM,27
874,1995-11-30,PM,11
875,1995-12-01,AM,1
876,1995-12-01,PM,1
877,1995-12-02,AM,28
878,1995-12-02,PM,15
879,1995-12-04,AM,21
880,1995-12-04,PM,3
881,1995-12-05,AM,35
882,1995-12-05,PM,30
883,1995-12-06,AM,8
884,1995-12-06,PM,35
885,1995-12-07,AM,27
886,1995-12-07,PM,17
887,1995-12-08,AM,2
888,1995-12-08,PM,3
889,1995-12-09,AM,19
890,1995-12-09,PM,6
891,1995-12-11,AM,31
892,1995-12-11,PM,9
893,1995-12-12,AM,8
894,1995-12-12,PM,16
895,1995-12-13,AM,31
896,1995-12-13,PM,23
897,1995-12-14,AM,35
898,1995-12-14,PM,32
899,1995-12-15,AM,4
900,1995-12-15,PM,4
901,1995-12-16,AM,2
902,1995-12-16,PM,12
903,1995-12-18,AM,9
904,1995-12-18,PM,29
905,1995-12-19,AM,15
906,1995-12-19,PM,13
907,1995-12-20,AM,13
908,1995-12-20,PM,4
909,1995-12-21,AM,28
910,1995-12-21,PM,36
911,1995-12-22,AM,11
912,1995-12-22,PM,31
913,1995-12-23,AM,5
914,1995-12-23,PM,11
915,1995-12-26,AM,15
916,1995-12-26,PM,2
917,1995-12-27,AM,3
918,1995-12-27,PM,21
919,1995-12-28,AM,17
920,1995-12-28,PM,32
921,1995-12-29,AM,36
922,1995-12-29,PM,11
923,1995-12-30,AM,27
924,1995-12-30,PM,31
925,1996-01-01,AM,2
926,1996-01-01,PM,4
927,1996-01-02,AM,26
928,1996-01-02,PM,1
929,1996-01-03,AM,26
930,1996-01-03,PM,16
931,1996-01-04,AM,27
932,1996-01-04,PM,25
933,1996-01-05,AM,31
934,1996-01-05,PM,19
935,1996-01-06,AM,26
936,1996-01-06,PM,35
937,1996-01-08,AM,25
938,1996-01-08,PM,31
939,1996-01-09,AM,9
940,1996-01-09,PM,27
941,1996-01-10,AM,16
942,1996-01-10,PM,18
943,1996-01-11,AM,32
944,1996-01-11,PM,25
945,1996-01-12,AM,3
946,1996-01-12,PM,6
947,1996-01-13,AM,8
948,1996-01-13,PM,11
949,1996-01-15,AM,22
950,1996-01-15,PM,6
951,1996-01-16,AM,23
952,1996-01-16,PM,4
953,1996-01-17,AM,6
954,1996-01-17,PM,1
955,1996-01-18,AM,9
956,1996-01-18,PM,4
957,1996-01-19,AM,6
958,1996-01-19,PM,28
959,1996-01-20,AM,18
960,1996-01-20,PM,20
961,1996-01-22,AM,8
962,1996-01-22,PM,35
963,1996-01-23,AM,14
964,1996-01-23,PM,35
965,1996-01-24,AM,26
966,1996-01-24,PM,26
967,1996-01-25,AM,25
968,1996-01-25,PM,29
969,1996-01-26,AM,6
970,1996-01-26,PM,17
971,1996-01-27,AM,29
972,1996-01-27,PM,13
973,1996-01-29,AM,34
974,1996-01-29,PM,6
975,1996-01-30,AM,16
976,1996-01-30,PM,16
977,1996-01-31,AM,31
978,1996-01-31,PM,19
979,1996-02-01,AM,23
980,1996-02-01,PM,33
981,1996-02-02,AM,18
982,1996-02-02,PM,21
983,1996-02-03,AM,17
984,1996-02-03,PM,24
985,1996-02-05,AM,10
986,1996-02-05,PM,35
987,1996-02-06,AM,4
988,1996-02-06,PM,12
989,1996-02-07,AM,22
990,1996-02-07,PM,34
991,1996-02-08,AM,3
992,1996-02-08,PM,8
993,1996-02-09,AM,23
994,1996-02-09,PM,4
995,1996-02-10,AM,10
996,1996-02-10,PM,16
997,1996-02-12,AM,16
998,1996-02-12,PM,14
999,1996-02-13,AM,16
